"","data_hora","instituicao","setor_ufpr","atividade_ies","area_conhec","fim_grad","inst_grad","programas_grad","inicio_msc","final_msc","inst_msc","artigos","bolsa","materias_est","materias_n_est","software_sn","software_list","met_est","import_met_est","expectativa_pos_pg","conhec_trans","youtube","contat_coord","contat_colab","ensino_medio1","ensino_medio2","sexo","altura","peso","nascimento","emprego","residencia","irmaos","origem","cnh","transporte","tempo_ies","app_transporte","pet","instrumento","redes_sociais","atv_fisica_reg","atv_fisica_n","atv_fisica_qual","covid_positivo","covid_conhecido","covid_gr_risco_me","covid_gr_risco_outro","covid_vacina","medidas_eficazes","medidas_seguidas","covid_renda","covid_estudos","covid_aprendizado","covid_ere","dificuldade_ere","covid_conclusao","descartada","idade_foto","kiki_bouba","quadrados","idade","indica_foto"
"72","15/03/2021 09:14:30","ufpr","tc - tecnologia","doutorado","ciencias exatas",2014,"ufpr","nao participei",2018,2020,"ufpr",0,"nao",1,1,"nao","nunca usei","certamente sim",9,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",167,66,1987-04-14,"outro","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"curitiba","b (carro)","carro/moto proprio",15,2,"cachorro","violao","facebook; linkedin","sim",6,"caminhada; corrida","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou muito","estudei menos que o normal","afetou moderadamente","sim","sim","sim","",25,"a da esquerda se chama bouba, a da direita se chama kiki.",32,34,"S/ barba"
"73","15/03/2021 09:18:41","ufpr","ct - ciencias da terra","doutorado","ciencias exatas",2018,"outro","iniciacao cientifica; monitoria",2019,2021,"ufpr",0,"capes",1,8,"sim","r; excel ou similares; matlab; bibliotecas python (matplotlib; seaborn)","certamente sim",10,"outro","site da ufpr ou instituicao de origem","sim","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",177,61,1995-11-24,"bolsista em tempo integral","com outros familiares",4,"outro estado","a e b (moto e carro)","bicicleta",10,3,"nao possuo","violao; guitarra","facebook; instagram; outras","sim",3,"musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","nao afetou","estudei menos que o normal","afetou muito","sim","sim","sim","",30,"a da esquerda se chama kiki, a da direita se chama bouba.",39,25,"S/ barba"
"74","15/03/2021 09:25:42","nao sou aluno de pos graduacao","sd - saude","outro","ciencias biologicas",2009,"ufpr","projeto de extensao",2016,2018,"ufpr",1,"nao",1,2,"nao","excel ou similares","nao sei ainda",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",167,100,2020-11-21,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"regiao metropolitana","b (carro)","carro/moto proprio",60,10,"nao possuo","nao toco nenhum instrumento","linkedin","sim",3,"musculacao","sim","sim","nao","sim","sim","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; vacinacao","afetou pouco","estudei menos que o normal","afetou moderadamente","sim","sim","nao","",25,"a da esquerda se chama kiki, a da direita se chama bouba.",29,0,"S/ barba"
"75","15/03/2021 09:26:37","ufpr","ag - agrarias","doutorado","ciencias biologicas",2015,"outro","nao participei",2018,2020,"outro",3,"capes",1,1,"sim","r; statistica; excel ou similares","certamente sim",10,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",180,75,1992-11-09,"bolsista em tempo integral","com os pais",0,"outro estado","a e b (moto e carro)","a pe",15,0,"cachorro; gato","nao toco nenhum instrumento","facebook; google+; instagram; linkedin","sim",3,"caminhada","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; distanciamento entre individuos (1 metro ou mais); isolamento social","nao afetou","estudei mais que o normal","nao afetou","sim","sim","sim","",19,"a da esquerda se chama kiki, a da direita se chama bouba.",19,28,"S/ barba"
"76","15/03/2021 09:28:54","ufpr","sa - sociais aplicadas","mestrado profissional","ciencias exatas",2013,"ufpr","revista",NA,NA,NA,0,"nao",1,2,"sim","excel ou similares; stata","certamente sim",7,"aumento salarial e oportunidades mais promissoras.","por colegas","nao","sim","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Feminino",165,54,1991-04-06,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"curitiba","a e b (moto e carro)","carro/moto proprio",25,1,"cachorro","piano","instagram; linkedin","sim",4,"corrida; ciclismo; musculacao; skateboarding ","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou pouco","estudei menos que o normal","afetou moderadamente","sim","sim","nao se dizer","",27,"a da esquerda se chama kiki, a da direita se chama bouba.",35,30,"S/ barba"
"77","15/03/2021 09:40:09","ufpr","ct - ciencias da terra","doutorado","ciencias exatas",2017,"ufpr","iniciacao cientifica; monitoria",2017,2020,"ufpr",1,"nao",3,1,"sim","excel ou similares; matlab; python (pandas); c++ (armadillo)","certamente sim",7,"conseguir um emprego.","outro","nao","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",173,62,1994-03-30,"trabalho ocasional","com amigos",1,"interior do parana","a e b (moto e carro)","bicicleta",5,10,"cachorro","violao; contrabaixo; outro","facebook; twitter; instagram","sim",6,"ciclismo","nao","sim","nao","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","nao afetou","estudei menos que o normal",NA,"nao sei dizer","nao","nao","",20,"a da esquerda se chama kiki, a da direita se chama bouba.",40,27,"S/ barba"
"78","15/03/2021 09:41:49","utfpr",NA,"doutorado","ciencias biologicas",1999,"outro","iniciacao cientifica; projeto de extensao",2009,2011,"outro",4,"nao",2,12,"sim","excel ou similares","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Feminino",162,81,1976-01-12,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"outro estado","a e b (moto e carro)","carro/moto proprio",20,0,"cachorro","nao toco nenhum instrumento","facebook; instagram","nao",0,"nenhuma","nao","sim","sim","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou pouco","estudei menos que o normal","afetou moderadamente","nao sei dizer","sim","nao se dizer","",19,"a da esquerda se chama bouba, a da direita se chama kiki.",35,45,"S/ barba"
"79","15/03/2021 09:42:51","ufpr","sd - saude","mestrado academico","ciencias biologicas",2018,"ufpr","iniciacao cientifica; pet; monitoria; projeto de extensao",NA,NA,NA,2,"nao",0,0,"nao","nunca usei","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",162,42,1994-10-14,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"outro estado","b (carro)","a pe",15,0,"nao possuo","violao; piano","nenhuma","sim",2,"caminhada; musculacao; pilates","nao","sim","nao","sim","sim","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","nao afetou","estudei menos que o normal",NA,"sim","nao","nao se dizer","",24,"a da esquerda se chama kiki, a da direita se chama bouba.",27,26,"S/ barba"
"80","15/03/2021 09:44:28","utfpr",NA,"mestrado academico","ciencias exatas",2018,"utfpr","monitoria; projeto de extensao; pibid",NA,2022,"utfpr",0,"nao",1,4,"sim","r","definitivamente nao",5,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",160,70,1989-08-05,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",5,"outro estado","nao","transporte publico",60,8,"cachorro","outro","facebook; instagram","nao",0,"nenhuma","nao","sim","sim","nao","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; tratamento precoce (de qualquer especie); isolamento social","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","estudei menos que o normal","afetou muito","sim","nao","sim","",25,"a da esquerda se chama bouba, a da direita se chama kiki.",27,31,"S/ barba"
"81","15/03/2021 09:48:42","ufpr","sa - sociais aplicadas","doutorado","ciencias humanas",2002,"outro","nao participei",2012,2014,"uem",2,"nao",1,0,"sim","spss","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",175,74,1976-09-26,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"interior do parana","superior a b","carro/moto proprio",20,0,"gato","nao toco nenhum instrumento","google+; instagram","sim",4,"corrida; ciclismo; musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; tratamento precoce (de qualquer especie)","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); tratamento precoce (de qualquer especie)","nao afetou","estudei menos que o normal","afetou pouco","sim","nao","sim","",20,"a da esquerda se chama bouba, a da direita se chama kiki.",28,44,"S/ barba"
"82","15/03/2021 09:54:26","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2020,"ufpr","iniciacao cientifica; projeto de extensao",NA,NA,NA,0,"nao",1,0,"sim","r; excel ou similares","certamente sim",10,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",170,63,1997-08-21,"outro","com os pais",1,"regiao metropolitana","b (carro)","transporte publico",60,0,"cachorro","nao toco nenhum instrumento","facebook; google+; instagram; linkedin","nao",0,"nenhuma","nao","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","afetou moderadamente","estudei menos que o normal",NA,"nao sei dizer","sim","nao","",22,"a da esquerda se chama kiki, a da direita se chama bouba.",34,23,"S/ barba"
"83","15/03/2021 09:54:41","ufpr","tc - tecnologia","mestrado academico","ciencias exatas",2016,"outro","monitoria; projeto de extensao",NA,NA,NA,0,"capes",1,0,"sim","excel ou similares; matlab","nao sei ainda",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",174,80,1994-07-06,"bolsista em tempo integral","com os pais",1,"regiao metropolitana","b (carro)","carro/moto proprio",40,0,"cachorro","teclado","facebook; instagram; linkedin","sim",3,"natacao","nao","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","nao afetou","estudei menos que o normal","afetou pouco","sim","nao","sim","",25,"a da esquerda se chama bouba, a da direita se chama kiki.",40,26,"S/ barba"
"84","15/03/2021 09:54:42","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2020,"ufpr","iniciacao cientifica; projeto de extensao",NA,NA,NA,0,"nao",1,0,"sim","r; excel ou similares","certamente sim",10,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",170,63,1997-08-21,"outro","com os pais",1,"regiao metropolitana","b (carro)","transporte publico",60,0,"cachorro","nao toco nenhum instrumento","facebook; google+; instagram; linkedin","nao",0,"nenhuma","nao","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","afetou moderadamente","estudei menos que o normal",NA,"nao sei dizer","sim","nao","",22,"a da esquerda se chama kiki, a da direita se chama bouba.",34,23,"S/ barba"
"85","15/03/2021 10:00:38","ufpr","et - exatas","doutorado","ciencias exatas",2013,"outro","iniciacao cientifica; monitoria",2014,2016,"ufpr",3,"nao",2,14,"sim","r; minitab; excel ou similares; matlab","certamente sim",9,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",190,100,1988-10-05,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",0,"curitiba","a e b (moto e carro)","carro/moto proprio",15,0,"cachorro","violao; guitarra; outro","facebook; google+; instagram","sim",3,"caminhada","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel","uso de mascaras; uso de alcool em gel","afetou moderadamente","estudei mais que o normal","afetou pouco","sim","nao","sim","",25,"a da esquerda se chama bouba, a da direita se chama kiki.",39,32,"S/ barba"
"86","15/03/2021 10:07:54","ufpr","tc - tecnologia","mestrado academico","ciencias biologicas",2018,"unicentro","iniciacao cientifica; pet; monitoria",NA,2023,"ufpr",1,"nao",2,1,"sim","r; minitab; statistica; excel ou similares","certamente sim",9,"aumento salarial e oportunidades mais promissoras.","por colegas","sim","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Feminino",155,58,1994-04-19,"trabalho por contrato","com outros familiares",4,"interior do parana","nao","transporte publico",45,4,"gato","nao toco nenhum instrumento","facebook; instagram; linkedin","sim",3,"musculacao; yoga","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou pouco","estudei menos que o normal","afetou moderadamente","nao sei dizer","sim","nao se dizer","",20,"a da esquerda se chama kiki, a da direita se chama bouba.",42,27,"S/ barba"
"87","15/03/2021 10:11:57","ufpr","bl - ciencias biologiccas","pos-doutorado","ciencias biologicas",1992,"ufpr","nao participei",1998,2000,"ufpr",6,"nao",1,1,"sim","r; excel ou similares; bioestat; past","certamente sim",10,"outro","site da ufpr ou instituicao de origem","nao","sim","nao","parte em escola publica, parte em particular","ensino medio tradicional","Masculino",181,95,1966-12-11,"trabalho por contrato","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",3,"curitiba","b (carro)","transporte publico",60,0,"cachorro; tartaruga","nao toco nenhum instrumento","linkedin; outras","sim",7,"caminhada","nao","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; tratamento precoce (de qualquer especie); isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); tratamento precoce (de qualquer especie); isolamento social","afetou muito","estudei menos que o normal","afetou pouco","nao sei dizer","sim","sim","",23,"a da esquerda se chama kiki, a da direita se chama bouba.",36,54,"S/ barba"
"88","15/03/2021 10:13:05","nao sou aluno de pos graduacao","sd - saude","pos-doutorado","ciencias biologicas",2006,"uepg","iniciacao cientifica; monitoria",2008,2010,"uepg",57,"fundacao araucaria",0,27,"sim","spss","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",170,69,1983-12-23,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",3,"interior do parana","b (carro)","carro/moto proprio",8,0,"peixe","nao toco nenhum instrumento","facebook; instagram","nao",0,"nenhuma","nao","sim","sim","sim","nao","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou muito","estudei menos que o normal","afetou pouco","sim","nao sei dizer","nao se dizer","",22,"a da esquerda se chama kiki, a da direita se chama bouba.",26,37,"S/ barba"
"89","15/03/2021 10:13:34","utfpr",NA,"mestrado academico","ciencias exatas",2018,"outro","monitoria",NA,NA,NA,2,"capes",1,5,"sim","r; spss","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Feminino",168,64,1994-04-27,"bolsista em tempo integral","com os pais",1,"outro estado","b (carro)","carro/moto proprio",20,2,"cachorro; gato","nao toco nenhum instrumento","facebook; google+; instagram; linkedin","sim",5,"corrida; ciclismo; musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; distanciamento entre individuos (1 metro ou mais); isolamento social","nao afetou","estudei mais que o normal","afetou muito","nao sei dizer","sim","nao se dizer","",20,"a da esquerda se chama kiki, a da direita se chama bouba.",40,26,"S/ barba"
"90","15/03/2021 10:17:33","ufpr","sd - saude","mestrado academico","ciencias biologicas",2007,"outro","iniciacao cientifica; projeto de extensao",0,0,NA,0,"nao",1,3,"sim","excel ou similares","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",179,90,1984-04-17,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"outro estado","b (carro)","carro/moto proprio",40,0,"cachorro; peixe","nao toco nenhum instrumento","facebook; instagram","sim",2,"ciclismo; natacao","nao","sim","nao","sim","sim","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao","nao afetou","nao afetou","nao afetou","sim","sim","nao","",24,"a da esquerda se chama kiki, a da direita se chama bouba.",33,37,"S/ barba"
"91","15/03/2021 10:21:00","ufpr","tc - tecnologia","professor","ciencias exatas",2005,"ufpr","nao participei",2008,2009,"ufpr",19,"nao",1,1,"sim","r; excel ou similares; forecast pro","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","nao","sim","totalmente em escola particular","ensino medio tradicional","Masculino",183,86,1983-08-23,"trabalho com carteira assinada/vinculo formal","sozinho",1,"curitiba","a e b (moto e carro)","carro/moto proprio",8,1,"nao possuo","violao","facebook; twitter; instagram; linkedin","sim",4,"musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou pouco","estudei mais que o normal",NA,"sim","nao",NA,"",19,"a da esquerda se chama kiki, a da direita se chama bouba.",36,37,"S/ barba"
"92","15/03/2021 10:52:39","unioeste",NA,"doutorado","ciencias exatas",2018,"unioeste","iniciacao cientifica",2019,2021,"unioeste",0,"capes",1,2,"sim","r; excel ou similares; sisvar","certamente sim",9,"conseguir um emprego.","pelo(a)  orientador(a)","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",182,74,1996-05-15,"bolsista em tempo integral","com os pais",1,"interior do parana","b (carro)","carro/moto proprio",8,0,"cachorro","nao toco nenhum instrumento","facebook; twitter; google+; instagram; linkedin; outras","sim",4,"musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","afetou pouco","nao afetou","afetou pouco","sim","nao","nao","",23,"a da esquerda se chama kiki, a da direita se chama bouba.",40,24,"S/ barba"
"93","15/03/2021 11:03:14","uepg",NA,"doutorado","ciencias exatas",2012,"uel","iniciacao cientifica",2015,2017,NA,10,"nao",1,1,"sim","nunca usei","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",175,85,1990-08-01,"trabalho ocasional","com os pais",1,"interior do parana","nao","transporte publico",30,10,"nao possuo","nao toco nenhum instrumento","nenhuma","nao",2,"caminhada","prefiro nao dizer","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; tratamento precoce (de qualquer especie); isolamento social","uso de mascaras; uso de alcool em gel; vacinacao; isolamento social","prefiro nao responder","estudei mais que o normal","afetou pouco","sim","nao","nao","",25,"a da esquerda se chama bouba, a da direita se chama kiki.",40,30,"S/ barba"
"94","15/03/2021 11:05:25","nao sou aluno de pos graduacao","et - exatas","professor","ciencias exatas",2010,"outro","projeto de extensao",2010,2012,"outro",60,"nao",1,8,"sim","spss","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","sim","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",183,110,1987-09-02,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"outro estado","b (carro)","a pe",20,3,"nao possuo","nao toco nenhum instrumento","facebook; instagram; linkedin","sim",4,"caminhada; musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","nao afetou","estudei mais que o normal","afetou moderadamente","nao sei dizer","sim","sim","",32,"a da esquerda se chama kiki, a da direita se chama bouba.",40,33,"S/ barba"
"95","15/03/2021 11:19:40","unioeste",NA,"doutorado","ciencias humanas",1998,"unioeste","nao participei",2005,2007,"outro",0,"nao",1,6,"sim","r; ox","nao sei ainda",5,"outro","outro","nao","sim","nao","totalmente em escola publica","ensino medio tradicional","Feminino",165,80,1973-04-18,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"interior do parana","b (carro)","carro/moto proprio",25,0,"nao possuo","nao toco nenhum instrumento","facebook; twitter; instagram; linkedin","sim",2,"pilates","nao","sim","nao","sim","nao","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","nao afetou","nao afetou","afetou pouco","sim","nao","nao","",25,"a da esquerda se chama kiki, a da direita se chama bouba.",40,48,"S/ barba"
"96","15/03/2021 11:20:18","uepg",NA,"mestrado academico","ciencias exatas",2019,"outro","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,NA,0,"capes",1,1,"sim","excel ou similares","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","por colegas","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",165,54,1999-11-21,"bolsista em tempo integral","com amigos",4,"outro estado","nao","a pe",10,0,"nao possuo","violao","google+; linkedin","sim",2,"corrida","nao","sim","nao","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","nao afetou","estudei mais que o normal","afetou moderadamente","nao sei dizer","sim","sim","",23,"a da esquerda se chama bouba, a da direita se chama kiki.",26,21,"S/ barba"
"97","15/03/2021 11:34:04","ufpr","ag - agrarias","doutorado","ciencias biologicas",2004,"ufpr","iniciacao cientifica; projeto de extensao",2006,2008,"ufpr",1,"nao",1,2,"nao","nunca usei","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",170,90,1980-10-03,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"curitiba","b (carro)","carro/moto proprio",10,3,"gato; peixe; outro","violao; teclado; outro","facebook; instagram","nao",0,"nenhuma","nao","sim","sim","sim","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou muito","estudei menos que o normal","afetou muito","sim","nao","sim","",25,"a da esquerda se chama bouba, a da direita se chama kiki.",31,40,"S/ barba"
